wall_time,step,value,match,infeasible_match,mismatch,notinstock,total_removed
1600671323.347185,1244379,-2280.39990234375,2496,4,2,65,146
1600671330.569875,1246886,-1570.0,2500,0,1,6,175
1600671337.067489,1249402,-2350.60009765625,2494,6,1,15,184
1600671343.60341,1251934,-1190.5,2495,5,3,29,62
1600671349.939418,1254482,-1090.199951171875,2498,2,0,48,66
1600671357.546635,1257247,-4000.199951171875,2499,1,256,9,140
1600671363.539068,1259747,-1260.0,2500,0,0,0,151
1600671369.651813,1262251,-650.0,2500,0,4,0,86
1600671375.9897778,1264857,-1130.0,2500,0,106,0,32
1600671382.2981818,1267362,-199.99998474121094,2500,0,5,0,40
1600671388.609262,1269869,-109.99999237060547,2500,0,7,0,29
1600671395.630048,1272369,-89.99998474121094,2500,0,0,0,34
1600671405.077816,1274869,-1270.0,2500,0,0,0,152
1600671413.397173,1277372,-1470.0,2500,0,3,0,169
